Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S08886,15,Male,Undergraduate,Python Basics,144,3,87,8,42,Medium,43,Reading/Writing,1,Yes
S08887,32,Other,Undergraduate,Machine Learning,447,2,71,4,49,Medium,68,Reading/Writing,3,Yes
S08888,39,Male,Postgraduate,Web Development,291,3,81,16,57,Low,85,Reading/Writing,2,No
S08889,30,Male,High School,Machine Learning,382,4,50,36,62,Medium,76,Visual,4,No
S08890,42,Female,Postgraduate,Python Basics,283,3,90,39,64,Low,67,Visual,1,No
S08891,22,Female,Undergraduate,Web Development,286,2,70,8,43,Medium,87,Kinesthetic,5,No
S08892,47,Male,Undergraduate,Python Basics,203,1,37,43,52,Medium,80,Auditory,3,No
S08893,39,Female,High School,Data Science,159,4,96,43,93,Medium,70,Auditory,5,No
S08894,28,Male,High School,Data Science,416,2,47,33,46,Medium,70,Auditory,3,Yes
S08895,31,Male,High School,Cybersecurity,355,3,98,17,58,Medium,76,Visual,3,No
S08896,45,Male,Postgraduate,Machine Learning,256,3,62,40,95,Low,41,Kinesthetic,4,No
S08897,40,Female,High School,Data Science,129,2,43,1,56,Low,81,Auditory,2,No
S08898,21,Male,High School,Data Science,365,1,73,47,74,Medium,62,Visual,5,Yes
S08899,46,Male,Undergraduate,Data Science,405,1,71,24,59,Medium,87,Visual,2,No
S08900,17,Female,Undergraduate,Machine Learning,191,2,52,12,89,High,82,Auditory,4,Yes
S08901,49,Male,High School,Python Basics,55,1,48,9,44,Low,90,Auditory,4,No
S08902,23,Male,Undergraduate,Machine Learning,178,3,30,25,53,High,65,Kinesthetic,5,No
S08903,26,Female,Undergraduate,Cybersecurity,483,3,55,31,51,Medium,67,Auditory,1,No
S08904,20,Male,Undergraduate,Data Science,168,3,36,9,91,Medium,35,Kinesthetic,1,No
S08905,15,Male,Postgraduate,Python Basics,256,3,33,8,62,Medium,88,Reading/Writing,2,No
S08906,31,Male,Undergraduate,Data Science,180,1,79,32,67,Medium,42,Reading/Writing,4,No
S08907,20,Male,High School,Python Basics,194,2,83,46,73,High,86,Visual,3,Yes
S08908,41,Male,Undergraduate,Cybersecurity,198,1,81,23,41,Low,59,Kinesthetic,3,No
S08909,28,Female,Postgraduate,Web Development,219,2,79,32,91,Medium,63,Visual,5,No
S08910,46,Female,Undergraduate,Cybersecurity,269,2,63,36,51,High,30,Auditory,5,No
S08911,40,Female,Undergraduate,Cybersecurity,72,1,83,43,45,High,93,Auditory,2,No
S08912,27,Female,Undergraduate,Web Development,284,1,80,22,43,High,98,Auditory,2,No
S08913,19,Male,Postgraduate,Python Basics,171,4,39,42,84,High,95,Visual,1,Yes
S08914,18,Male,Undergraduate,Data Science,219,1,90,11,68,High,68,Reading/Writing,4,Yes
S08915,21,Female,Postgraduate,Cybersecurity,230,2,52,43,43,Medium,58,Kinesthetic,2,Yes
S08916,47,Female,Undergraduate,Python Basics,168,3,38,13,40,Medium,49,Auditory,5,No
S08917,37,Male,High School,Machine Learning,91,4,98,32,48,Medium,64,Auditory,2,No
S08918,42,Male,Postgraduate,Data Science,466,1,74,39,90,Low,74,Auditory,2,No
S08919,35,Male,Postgraduate,Web Development,169,1,95,15,63,Medium,48,Kinesthetic,5,No
S08920,40,Female,High School,Python Basics,363,4,62,0,88,High,56,Auditory,2,No
S08921,39,Female,High School,Python Basics,172,1,61,11,77,Low,64,Auditory,2,No
S08922,18,Male,Undergraduate,Python Basics,180,2,97,32,98,High,40,Reading/Writing,2,No
S08923,35,Male,Undergraduate,Data Science,339,4,70,49,65,Medium,42,Kinesthetic,4,No
S08924,23,Male,Undergraduate,Python Basics,444,4,68,29,60,Low,98,Kinesthetic,5,No
S08925,32,Female,High School,Data Science,268,4,64,1,89,Medium,92,Kinesthetic,4,No
S08926,38,Male,High School,Python Basics,425,4,43,44,50,High,58,Reading/Writing,2,No
S08927,34,Female,Undergraduate,Machine Learning,65,3,53,23,65,Medium,93,Reading/Writing,1,No
S08928,43,Male,High School,Data Science,146,4,66,14,55,High,82,Auditory,3,Yes
S08929,18,Male,Undergraduate,Cybersecurity,482,2,77,31,68,Medium,62,Reading/Writing,3,No
S08930,16,Other,Undergraduate,Web Development,31,3,73,37,92,Low,74,Visual,4,No
S08931,25,Female,Postgraduate,Data Science,483,1,40,24,74,Medium,79,Auditory,4,No
S08932,28,Female,Undergraduate,Data Science,92,2,65,22,91,High,37,Visual,3,No
S08933,48,Female,Undergraduate,Machine Learning,195,1,68,30,84,High,97,Reading/Writing,2,No
S08934,48,Female,High School,Cybersecurity,62,3,50,32,62,Medium,46,Visual,4,No
S08935,46,Male,High School,Data Science,62,1,90,45,50,Medium,54,Auditory,5,No
S08936,22,Male,High School,Cybersecurity,447,1,70,38,85,High,96,Kinesthetic,5,No
S08937,38,Female,Postgraduate,Cybersecurity,51,1,99,7,44,Medium,48,Reading/Writing,5,No
S08938,31,Other,Undergraduate,Python Basics,305,3,69,15,75,Medium,85,Reading/Writing,4,No
S08939,26,Female,Undergraduate,Cybersecurity,315,3,38,25,44,High,79,Visual,4,No
S08940,42,Female,Postgraduate,Data Science,300,1,79,2,95,Medium,67,Kinesthetic,3,No
S08941,44,Female,High School,Web Development,296,1,84,13,42,Low,52,Auditory,5,Yes
S08942,25,Female,Postgraduate,Cybersecurity,171,3,34,7,99,Medium,36,Kinesthetic,3,No
S08943,48,Female,High School,Python Basics,435,3,59,7,61,High,80,Visual,1,No
S08944,28,Female,Undergraduate,Data Science,339,2,42,19,70,Medium,56,Kinesthetic,4,No
S08945,19,Other,High School,Cybersecurity,84,4,76,38,58,Medium,82,Kinesthetic,4,No
S08946,36,Male,Undergraduate,Python Basics,371,2,56,41,86,Medium,51,Kinesthetic,1,Yes
S08947,26,Female,High School,Web Development,304,1,47,20,44,High,92,Auditory,3,Yes
S08948,35,Male,High School,Machine Learning,50,1,98,12,59,Low,43,Reading/Writing,1,No
S08949,44,Male,Undergraduate,Python Basics,121,4,42,26,94,Medium,99,Auditory,1,No
S08950,23,Male,High School,Python Basics,252,1,91,6,61,Low,33,Kinesthetic,2,No
S08951,22,Male,High School,Web Development,101,1,96,38,98,High,53,Visual,4,No
S08952,32,Female,Undergraduate,Python Basics,476,3,97,13,44,High,85,Kinesthetic,2,No
S08953,38,Other,Undergraduate,Machine Learning,482,3,43,35,99,High,36,Reading/Writing,3,No
S08954,31,Male,Undergraduate,Python Basics,211,4,87,20,78,Low,88,Kinesthetic,4,No
S08955,39,Female,Undergraduate,Python Basics,416,3,94,48,64,High,48,Reading/Writing,1,No
S08956,40,Male,High School,Machine Learning,134,4,80,5,98,High,90,Kinesthetic,1,No
S08957,40,Male,Undergraduate,Web Development,306,1,39,41,86,High,90,Kinesthetic,5,No
S08958,44,Female,Undergraduate,Machine Learning,307,3,80,38,68,High,72,Auditory,5,No
S08959,24,Female,Undergraduate,Python Basics,88,4,75,22,93,Medium,48,Visual,3,No
S08960,18,Female,Undergraduate,Machine Learning,473,4,54,25,42,High,31,Kinesthetic,2,No
S08961,46,Male,High School,Web Development,138,4,58,14,81,Medium,91,Visual,4,Yes
S08962,22,Male,Undergraduate,Cybersecurity,268,1,49,32,44,High,67,Visual,1,No
S08963,39,Male,Undergraduate,Web Development,53,3,53,26,79,Medium,39,Auditory,3,No
S08964,19,Male,Postgraduate,Cybersecurity,351,3,76,7,91,Medium,95,Visual,5,No
S08965,47,Other,Postgraduate,Data Science,398,2,54,39,74,Medium,68,Kinesthetic,5,No
S08966,44,Male,Undergraduate,Machine Learning,27,1,62,24,52,Low,31,Kinesthetic,1,No
S08967,29,Female,High School,Python Basics,257,2,41,12,54,High,89,Visual,4,No
S08968,47,Male,Postgraduate,Machine Learning,16,1,32,16,86,High,81,Kinesthetic,3,No
S08969,17,Female,High School,Cybersecurity,232,1,40,46,77,High,65,Reading/Writing,3,No
S08970,35,Female,Undergraduate,Web Development,90,2,50,44,96,Medium,46,Kinesthetic,3,No
S08971,30,Female,High School,Cybersecurity,383,3,51,38,74,High,86,Visual,2,Yes
S08972,17,Female,Postgraduate,Python Basics,407,3,63,22,94,High,54,Kinesthetic,4,No
S08973,25,Female,Undergraduate,Cybersecurity,284,1,51,33,75,Medium,67,Reading/Writing,3,No
S08974,38,Female,High School,Machine Learning,238,4,99,3,64,High,97,Reading/Writing,1,No
S08975,42,Female,Undergraduate,Cybersecurity,354,3,83,29,79,Low,36,Reading/Writing,4,No
S08976,22,Female,High School,Machine Learning,273,3,94,28,75,Low,64,Kinesthetic,2,Yes
S08977,48,Female,High School,Data Science,320,4,79,40,52,Medium,88,Reading/Writing,4,Yes
S08978,34,Male,High School,Python Basics,224,4,37,19,61,High,46,Kinesthetic,1,Yes
S08979,20,Male,High School,Machine Learning,185,4,56,42,60,Medium,34,Auditory,4,No
S08980,26,Female,Undergraduate,Data Science,84,4,89,32,76,Medium,97,Visual,2,No
S08981,47,Female,High School,Machine Learning,116,2,77,38,77,Low,64,Visual,4,No
S08982,47,Female,High School,Web Development,246,2,77,26,63,Low,48,Visual,2,No
S08983,28,Male,Undergraduate,Machine Learning,203,1,51,37,42,High,50,Reading/Writing,5,No
S08984,49,Male,Undergraduate,Python Basics,178,2,80,30,41,High,88,Reading/Writing,2,No
S08985,33,Female,High School,Machine Learning,311,2,49,15,82,Low,79,Visual,5,No
S08986,21,Male,High School,Web Development,132,4,31,29,72,High,36,Visual,5,No
S08987,49,Male,Undergraduate,Cybersecurity,407,4,70,13,93,Medium,30,Auditory,3,No
S08988,21,Female,High School,Machine Learning,15,1,70,12,55,High,32,Auditory,2,Yes
S08989,21,Other,Undergraduate,Machine Learning,143,1,37,28,65,High,72,Auditory,2,Yes
S08990,24,Female,High School,Data Science,53,3,89,33,78,High,67,Kinesthetic,5,Yes
S08991,42,Male,High School,Data Science,23,4,59,36,64,Medium,91,Kinesthetic,2,No
S08992,44,Male,Undergraduate,Python Basics,163,1,76,17,43,Low,56,Kinesthetic,3,Yes
S08993,31,Male,Postgraduate,Cybersecurity,18,3,45,45,55,Medium,70,Kinesthetic,5,No
S08994,23,Male,Undergraduate,Web Development,432,3,40,11,80,High,39,Auditory,4,No
S08995,35,Female,Undergraduate,Cybersecurity,385,2,33,7,48,Medium,72,Kinesthetic,3,No
S08996,44,Male,Undergraduate,Data Science,398,4,65,41,68,Low,66,Auditory,4,Yes
S08997,37,Other,Undergraduate,Machine Learning,245,3,60,46,81,High,56,Reading/Writing,2,No
S08998,39,Male,Undergraduate,Web Development,408,3,72,14,97,Medium,42,Kinesthetic,1,No
S08999,19,Female,High School,Python Basics,33,3,49,46,91,Medium,93,Visual,5,No
S09000,28,Female,High School,Machine Learning,87,4,91,6,89,Medium,41,Reading/Writing,1,No
S09001,30,Male,Postgraduate,Data Science,178,2,67,37,64,High,43,Auditory,5,No
S09002,24,Male,Postgraduate,Python Basics,256,2,71,47,68,Low,67,Kinesthetic,1,No
S09003,27,Female,Undergraduate,Python Basics,109,1,78,41,53,High,98,Visual,1,No
S09004,46,Female,Postgraduate,Python Basics,376,3,84,28,86,High,46,Visual,2,No
S09005,39,Male,High School,Web Development,419,3,99,19,99,Medium,75,Visual,1,No
S09006,38,Male,Undergraduate,Cybersecurity,294,1,89,41,62,High,64,Reading/Writing,4,No
S09007,28,Male,High School,Web Development,87,2,73,7,98,High,91,Auditory,4,No
S09008,23,Female,Postgraduate,Data Science,148,4,76,47,72,Medium,46,Visual,3,No
S09009,22,Female,Undergraduate,Machine Learning,499,3,34,35,67,High,58,Visual,2,No
S09010,44,Female,Undergraduate,Machine Learning,464,3,36,43,71,Low,33,Visual,2,No
S09011,44,Male,Undergraduate,Machine Learning,194,4,67,44,83,Medium,45,Kinesthetic,4,No
S09012,31,Male,Undergraduate,Cybersecurity,194,3,83,28,44,Low,51,Reading/Writing,4,No
S09013,39,Male,High School,Web Development,467,2,70,42,46,High,92,Kinesthetic,4,No
S09014,49,Male,Undergraduate,Python Basics,40,3,92,38,92,Low,35,Auditory,1,Yes
S09015,32,Male,High School,Machine Learning,327,4,73,8,49,High,95,Kinesthetic,2,No
S09016,34,Female,High School,Data Science,51,4,60,2,86,Low,34,Reading/Writing,5,No
S09017,23,Male,Postgraduate,Cybersecurity,128,4,53,16,86,Low,68,Reading/Writing,2,No
S09018,15,Male,Postgraduate,Cybersecurity,200,2,89,2,49,Low,88,Kinesthetic,3,Yes
S09019,25,Female,Postgraduate,Machine Learning,232,1,55,45,88,Medium,85,Reading/Writing,4,No
S09020,46,Female,Undergraduate,Web Development,413,4,86,28,51,Medium,98,Auditory,2,No
S09021,18,Female,Undergraduate,Python Basics,389,3,37,4,97,Medium,90,Reading/Writing,3,No
S09022,40,Male,High School,Python Basics,136,3,71,33,52,Low,85,Auditory,1,No
S09023,45,Female,Undergraduate,Machine Learning,145,2,66,1,91,High,65,Auditory,1,Yes
S09024,32,Male,High School,Machine Learning,148,3,50,8,97,Medium,50,Auditory,4,No
S09025,46,Female,Undergraduate,Machine Learning,240,4,48,6,90,High,94,Visual,4,Yes
S09026,19,Male,Undergraduate,Data Science,430,3,77,32,40,Medium,49,Visual,1,No
S09027,26,Female,Postgraduate,Web Development,65,3,54,30,61,Medium,61,Visual,3,Yes
S09028,27,Female,High School,Web Development,53,3,81,17,80,High,70,Reading/Writing,1,Yes
S09029,41,Female,High School,Web Development,492,3,80,9,83,Medium,84,Reading/Writing,1,Yes
S09030,33,Male,Undergraduate,Data Science,182,2,97,5,46,Medium,78,Visual,2,No
S09031,17,Female,Undergraduate,Web Development,20,1,88,18,85,Medium,73,Reading/Writing,5,No
S09032,49,Female,High School,Machine Learning,264,4,85,40,97,Medium,30,Reading/Writing,4,No
S09033,42,Male,High School,Python Basics,247,1,49,32,46,Low,78,Reading/Writing,4,No
S09034,33,Male,Undergraduate,Machine Learning,317,4,96,8,64,Medium,52,Auditory,4,No
S09035,19,Male,Undergraduate,Machine Learning,79,2,61,35,97,High,50,Reading/Writing,4,No
S09036,36,Female,Postgraduate,Machine Learning,288,4,39,0,57,Low,96,Kinesthetic,2,No
S09037,40,Female,High School,Python Basics,498,4,65,49,87,Medium,98,Reading/Writing,5,No
S09038,44,Female,Undergraduate,Python Basics,143,1,54,13,75,Medium,48,Auditory,4,No
S09039,22,Male,Undergraduate,Python Basics,247,4,62,31,62,Low,65,Auditory,3,No
S09040,29,Female,Postgraduate,Python Basics,35,3,78,25,41,Medium,86,Visual,2,Yes
S09041,48,Female,Postgraduate,Machine Learning,229,3,55,25,71,Medium,53,Auditory,2,No
S09042,36,Female,Undergraduate,Machine Learning,321,3,90,22,67,Medium,76,Reading/Writing,5,No
S09043,39,Male,Undergraduate,Cybersecurity,400,1,76,2,43,Medium,61,Visual,1,No
S09044,42,Male,High School,Data Science,395,4,42,22,44,High,34,Visual,4,No
S09045,47,Female,Postgraduate,Web Development,335,4,42,40,41,Low,35,Reading/Writing,5,No
S09046,16,Female,High School,Cybersecurity,351,3,47,15,51,Medium,59,Reading/Writing,5,Yes
S09047,27,Female,Postgraduate,Machine Learning,192,2,52,23,62,High,98,Visual,1,No
S09048,36,Male,Undergraduate,Machine Learning,474,4,35,31,75,Medium,48,Visual,4,Yes
S09049,22,Female,Undergraduate,Web Development,279,1,44,41,42,High,87,Visual,2,Yes
S09050,27,Male,Undergraduate,Web Development,402,4,60,15,81,High,67,Visual,5,No
S09051,18,Male,Undergraduate,Cybersecurity,122,1,40,38,81,High,66,Kinesthetic,3,Yes
S09052,15,Male,Undergraduate,Web Development,280,1,30,35,49,Medium,97,Auditory,1,Yes
S09053,21,Female,Undergraduate,Web Development,296,4,88,7,62,Low,72,Visual,3,Yes
S09054,24,Female,High School,Machine Learning,498,2,40,45,59,Low,38,Visual,2,Yes
S09055,37,Female,High School,Machine Learning,450,3,73,34,45,High,54,Kinesthetic,2,No
S09056,23,Male,Undergraduate,Data Science,232,4,35,15,66,Medium,91,Reading/Writing,5,Yes
S09057,47,Female,Undergraduate,Python Basics,286,1,49,27,85,Medium,89,Visual,4,Yes
S09058,32,Female,Undergraduate,Web Development,368,3,62,10,83,Medium,86,Auditory,1,No
S09059,43,Female,High School,Machine Learning,220,3,52,32,50,High,34,Kinesthetic,4,No
S09060,28,Male,Undergraduate,Data Science,186,3,49,1,54,Medium,49,Kinesthetic,3,No
S09061,16,Female,Undergraduate,Cybersecurity,336,1,98,48,59,Low,78,Visual,5,No
S09062,18,Female,High School,Cybersecurity,476,2,80,45,99,Medium,57,Kinesthetic,1,No
S09063,36,Female,Undergraduate,Data Science,490,2,95,29,47,Medium,65,Kinesthetic,4,No
S09064,40,Male,Undergraduate,Machine Learning,48,4,82,31,40,High,86,Reading/Writing,3,No
S09065,23,Female,Undergraduate,Data Science,350,3,38,4,72,Medium,73,Auditory,5,No
S09066,25,Female,Undergraduate,Python Basics,21,1,40,14,47,High,93,Visual,2,No
S09067,31,Male,Undergraduate,Cybersecurity,333,1,32,39,66,Medium,98,Visual,3,Yes
S09068,33,Female,Postgraduate,Machine Learning,445,4,85,44,88,High,35,Reading/Writing,1,No
S09069,17,Female,Postgraduate,Machine Learning,134,2,72,1,62,High,63,Reading/Writing,3,Yes
S09070,18,Female,Undergraduate,Cybersecurity,343,2,77,36,66,Low,76,Visual,1,No
S09071,39,Male,Undergraduate,Machine Learning,295,4,88,22,42,High,94,Auditory,3,No
S09072,48,Female,Undergraduate,Web Development,285,4,43,20,41,Low,31,Reading/Writing,3,No
S09073,42,Male,High School,Web Development,10,4,65,12,51,High,88,Kinesthetic,4,No
S09074,25,Male,Undergraduate,Machine Learning,474,4,91,20,90,Medium,44,Kinesthetic,1,No
S09075,17,Female,Undergraduate,Cybersecurity,187,3,66,7,94,High,77,Reading/Writing,1,No
S09076,32,Male,Undergraduate,Cybersecurity,262,2,63,6,98,Low,59,Visual,2,No
S09077,43,Male,Undergraduate,Web Development,207,1,72,18,72,Medium,81,Visual,3,Yes
S09078,19,Male,Postgraduate,Python Basics,498,4,82,18,64,Medium,49,Kinesthetic,4,No
S09079,44,Male,Undergraduate,Web Development,329,3,95,2,51,Medium,61,Reading/Writing,1,Yes
S09080,19,Male,Postgraduate,Python Basics,410,1,41,32,73,Low,69,Visual,1,No
S09081,35,Female,Postgraduate,Machine Learning,296,3,96,39,89,High,98,Visual,5,No
S09082,40,Female,Postgraduate,Data Science,245,3,90,0,70,High,55,Kinesthetic,1,No
S09083,35,Male,High School,Cybersecurity,269,1,58,31,93,Medium,64,Reading/Writing,2,Yes
S09084,26,Female,Postgraduate,Web Development,199,4,78,45,63,Medium,42,Kinesthetic,5,No
S09085,25,Other,High School,Machine Learning,369,2,91,47,65,Medium,59,Kinesthetic,5,Yes
S09086,35,Female,High School,Python Basics,367,4,31,27,70,High,70,Kinesthetic,2,No
S09087,28,Female,Undergraduate,Cybersecurity,208,1,85,31,78,Low,61,Kinesthetic,3,No
S09088,30,Female,Undergraduate,Web Development,191,4,45,11,75,Low,30,Visual,3,Yes
S09089,48,Female,High School,Data Science,157,1,39,49,63,Medium,31,Kinesthetic,3,Yes
S09090,25,Female,High School,Data Science,214,2,69,43,81,Low,51,Visual,5,Yes
S09091,42,Male,High School,Web Development,253,3,47,47,82,High,53,Reading/Writing,2,No
S09092,17,Male,Postgraduate,Machine Learning,233,1,61,28,41,Medium,96,Visual,5,No
S09093,22,Male,High School,Web Development,44,1,38,44,57,Low,77,Reading/Writing,4,No
S09094,48,Female,High School,Python Basics,435,2,37,22,59,High,59,Visual,3,Yes
S09095,42,Male,Postgraduate,Data Science,304,1,47,23,97,Medium,60,Kinesthetic,4,No
S09096,36,Female,Postgraduate,Cybersecurity,182,2,39,7,42,Low,96,Auditory,1,No
S09097,24,Female,High School,Machine Learning,467,3,39,26,75,High,49,Kinesthetic,2,No
S09098,19,Male,Postgraduate,Data Science,118,3,77,46,93,High,53,Reading/Writing,1,No
S09099,25,Male,High School,Machine Learning,279,1,66,18,81,Medium,46,Visual,3,Yes
S09100,26,Female,Undergraduate,Python Basics,221,2,97,25,77,Low,94,Visual,5,No
S09101,48,Female,Undergraduate,Cybersecurity,300,1,95,34,86,High,84,Auditory,5,No
S09102,41,Female,High School,Web Development,210,4,80,29,42,Medium,83,Auditory,3,No
S09103,34,Male,Postgraduate,Web Development,134,3,70,28,76,Medium,91,Visual,5,No
S09104,47,Male,Undergraduate,Machine Learning,329,4,87,22,78,Medium,62,Kinesthetic,5,Yes
S09105,47,Male,Undergraduate,Machine Learning,406,2,58,26,51,Low,84,Visual,1,No
S09106,21,Male,High School,Web Development,398,4,35,25,51,Medium,43,Auditory,3,No
S09107,27,Male,High School,Web Development,426,3,54,6,75,Medium,60,Auditory,5,Yes
S09108,40,Male,Undergraduate,Web Development,380,3,46,34,44,High,92,Kinesthetic,1,No
S09109,32,Female,Undergraduate,Web Development,170,4,74,1,97,Low,42,Visual,5,No
S09110,44,Male,Undergraduate,Machine Learning,104,4,41,9,63,Medium,40,Visual,4,No
S09111,34,Male,Undergraduate,Python Basics,371,2,38,42,93,Medium,77,Visual,2,No
S09112,49,Male,Undergraduate,Python Basics,206,1,85,14,71,Medium,64,Visual,4,No
S09113,27,Male,Postgraduate,Web Development,145,4,73,41,66,Medium,74,Reading/Writing,3,No
S09114,19,Female,Undergraduate,Machine Learning,239,1,55,14,91,High,90,Kinesthetic,2,No
S09115,16,Male,High School,Machine Learning,94,4,50,4,62,Low,40,Kinesthetic,1,No
S09116,43,Female,High School,Cybersecurity,420,4,45,13,64,Medium,55,Kinesthetic,4,No
S09117,36,Female,Undergraduate,Cybersecurity,452,4,75,49,46,Medium,89,Visual,2,No
S09118,32,Male,Undergraduate,Data Science,215,3,48,36,82,Medium,71,Auditory,2,Yes
S09119,45,Female,Undergraduate,Data Science,174,4,68,17,71,High,99,Visual,2,No
S09120,40,Male,Undergraduate,Python Basics,75,3,79,44,70,Medium,68,Kinesthetic,5,No
S09121,22,Female,Undergraduate,Web Development,369,4,81,1,73,High,61,Auditory,5,No
S09122,16,Male,Undergraduate,Web Development,446,2,76,29,96,High,35,Kinesthetic,4,No
S09123,40,Female,Undergraduate,Machine Learning,369,2,63,34,95,Medium,49,Kinesthetic,2,No
S09124,38,Female,Undergraduate,Data Science,292,1,38,8,50,High,98,Auditory,1,Yes
S09125,48,Male,High School,Python Basics,255,4,62,44,70,Low,59,Kinesthetic,2,No
S09126,27,Female,Undergraduate,Web Development,388,1,51,35,84,High,70,Reading/Writing,3,No
S09127,49,Male,Undergraduate,Web Development,420,2,36,44,54,High,83,Reading/Writing,5,No
S09128,46,Male,High School,Cybersecurity,421,2,54,29,87,Medium,98,Reading/Writing,3,No
S09129,29,Female,High School,Data Science,431,1,62,29,43,Medium,62,Auditory,3,No
S09130,44,Male,Undergraduate,Cybersecurity,255,1,52,40,69,Medium,77,Reading/Writing,4,No
S09131,38,Male,Undergraduate,Cybersecurity,156,3,84,35,64,Medium,51,Auditory,2,No
S09132,25,Female,High School,Cybersecurity,314,2,45,7,93,High,75,Kinesthetic,2,Yes
S09133,35,Female,High School,Machine Learning,81,3,42,41,58,High,87,Kinesthetic,4,No
S09134,40,Female,Undergraduate,Data Science,153,4,99,19,47,Medium,92,Reading/Writing,1,No
S09135,19,Other,Undergraduate,Machine Learning,246,4,87,7,55,Medium,80,Visual,3,No
S09136,49,Male,Undergraduate,Cybersecurity,38,4,70,29,99,Medium,87,Visual,1,No
S09137,29,Male,Postgraduate,Web Development,448,2,99,38,60,Medium,85,Kinesthetic,1,No
S09138,30,Male,Postgraduate,Web Development,190,3,67,8,87,Medium,38,Visual,3,Yes
S09139,40,Male,Undergraduate,Data Science,104,4,87,11,43,Medium,51,Reading/Writing,2,No
S09140,30,Female,Undergraduate,Web Development,446,4,48,31,40,High,46,Visual,4,No
S09141,36,Male,Undergraduate,Cybersecurity,205,2,37,11,60,High,31,Kinesthetic,4,No
S09142,38,Male,Undergraduate,Machine Learning,475,4,80,13,66,Low,42,Visual,5,No
S09143,25,Female,High School,Machine Learning,152,2,58,0,99,Medium,76,Reading/Writing,4,No
S09144,30,Other,High School,Cybersecurity,156,1,65,1,93,Medium,45,Visual,5,No
S09145,24,Male,Undergraduate,Machine Learning,365,1,58,14,56,High,54,Reading/Writing,2,No
S09146,44,Male,Postgraduate,Web Development,249,4,52,0,58,Medium,84,Reading/Writing,2,No
S09147,34,Male,Undergraduate,Cybersecurity,68,1,66,7,69,Medium,31,Auditory,4,Yes
S09148,15,Male,High School,Web Development,335,3,33,12,88,Medium,44,Auditory,3,Yes
S09149,16,Male,High School,Data Science,57,2,97,21,87,Medium,88,Auditory,3,No
S09150,26,Male,Undergraduate,Machine Learning,264,4,68,48,91,Low,68,Auditory,3,No
S09151,30,Female,Undergraduate,Cybersecurity,131,3,64,24,75,Low,35,Reading/Writing,1,Yes
S09152,48,Male,Undergraduate,Python Basics,87,2,62,17,85,Low,86,Visual,5,No
S09153,17,Female,Undergraduate,Data Science,55,1,51,16,98,High,90,Visual,2,No
S09154,22,Male,High School,Data Science,124,2,66,26,62,High,58,Kinesthetic,2,No
S09155,49,Male,Postgraduate,Python Basics,143,1,50,29,88,Medium,79,Visual,1,Yes
S09156,19,Female,High School,Web Development,378,2,72,35,75,Medium,55,Kinesthetic,4,No
S09157,15,Male,Undergraduate,Web Development,461,2,60,5,82,Medium,70,Visual,3,No
S09158,40,Male,Undergraduate,Cybersecurity,285,1,87,12,78,High,76,Reading/Writing,2,Yes
S09159,30,Male,High School,Python Basics,297,3,92,14,55,Medium,71,Visual,1,No
S09160,30,Female,Postgraduate,Python Basics,181,2,96,3,81,Medium,77,Reading/Writing,2,No
S09161,42,Male,High School,Machine Learning,82,3,58,3,66,Medium,48,Reading/Writing,2,No
S09162,48,Male,Undergraduate,Cybersecurity,173,3,46,37,46,Medium,52,Reading/Writing,4,No
S09163,34,Female,High School,Data Science,326,1,69,30,42,Low,52,Visual,2,No
S09164,47,Male,Postgraduate,Cybersecurity,97,2,53,22,50,High,36,Auditory,2,Yes
S09165,36,Other,Undergraduate,Cybersecurity,287,1,32,26,73,High,85,Reading/Writing,1,No
S09166,49,Male,Undergraduate,Web Development,470,1,69,22,91,Medium,61,Visual,2,No
S09167,48,Male,High School,Cybersecurity,16,1,97,30,55,Medium,99,Reading/Writing,2,No
S09168,29,Male,High School,Web Development,97,1,46,24,46,High,57,Kinesthetic,3,No
S09169,48,Male,Postgraduate,Machine Learning,499,4,91,12,53,Medium,84,Visual,4,No
S09170,41,Other,Undergraduate,Web Development,62,2,88,47,74,High,84,Kinesthetic,1,No
S09171,34,Male,Postgraduate,Machine Learning,31,3,78,26,53,Low,86,Auditory,5,No
S09172,21,Male,Postgraduate,Web Development,21,4,57,29,57,Medium,37,Reading/Writing,5,No
S09173,34,Male,High School,Cybersecurity,88,1,39,1,81,Medium,80,Visual,1,No
S09174,41,Male,High School,Machine Learning,129,3,65,13,78,Medium,60,Auditory,5,No
S09175,49,Female,High School,Machine Learning,383,4,38,41,76,Medium,33,Auditory,5,No
S09176,32,Male,High School,Python Basics,357,3,68,28,84,High,90,Auditory,1,No
S09177,48,Female,Undergraduate,Web Development,148,3,78,10,87,Low,40,Auditory,1,Yes
S09178,39,Male,Postgraduate,Cybersecurity,123,2,97,31,47,Low,59,Kinesthetic,3,No
S09179,42,Female,Undergraduate,Machine Learning,204,2,56,29,47,High,81,Auditory,4,No
S09180,32,Male,High School,Web Development,277,3,94,23,87,Low,63,Auditory,4,No
S09181,26,Female,High School,Data Science,169,2,90,23,62,Medium,67,Kinesthetic,5,No
S09182,45,Male,High School,Machine Learning,224,3,37,39,41,Medium,39,Visual,2,Yes
